"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","5","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","rollbackATransaction","rollbackATransaction",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","11","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"failed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","3","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","dontFixMe","dontFixMe",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","brakes","brakes",""
"unknown","Thu Aug 18 02:49:51 GMT 2022","Thu Aug 18 02:49:51 GMT 2022","2","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","entertainmentSystem","entertainmentSystem",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","8","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateTransaction","validateTransaction",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateCard","validateCard",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.SpaceShipTest","com.costa.luiz.testng.SpaceShipTest","checkMeasureToBeMetric","Check the measure to be metric",""
"passed","Thu Aug 18 02:49:52 GMT 2022","Thu Aug 18 02:49:52 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendCommunication","sendCommunication",""
