"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","radio","radio",""
"unknown","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","3","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","entertainmentSystem","entertainmentSystem",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","3","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateTransaction","validateTransaction",""
"passed","Fri Jan 14 01:34:56 GMT 2022","Fri Jan 14 01:34:56 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","brakes","brakes",""
"passed","Fri Jan 14 01:34:56 GMT 2022","Fri Jan 14 01:34:56 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","2","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","rollbackATransaction","rollbackATransaction",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","1","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"passed","Fri Jan 14 01:34:56 GMT 2022","Fri Jan 14 01:34:56 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","sendAMessage","sendAMessage",""
"passed","Fri Jan 14 01:34:56 GMT 2022","Fri Jan 14 01:34:56 GMT 2022","0","Surefire suite","Surefire test","com.costa.luiz.testng.SpaceShipTest","com.costa.luiz.testng.SpaceShipTest","checkMeasureToBeMetric","Check the measure to be metric",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","13","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","validateCard","validateCard",""
"passed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:55 GMT 2022","15","Surefire suite","Surefire test","com.costa.luiz.testng.AirplaneTest","com.costa.luiz.testng.AirplaneTest","engine","engine",""
"failed","Fri Jan 14 01:34:55 GMT 2022","Fri Jan 14 01:34:56 GMT 2022","13","Surefire suite","Surefire test","com.costa.luiz.testng.PaymentServiceTest","com.costa.luiz.testng.PaymentServiceTest","dontFixMe","dontFixMe",""
